Reporting Period ID,Country,Group,Subgroup,Unit of Measure,Value
2022-MAY,Cambodia,Climate Change Induced Extreme Weather Events (2019-2021),Extreme Temp.,,
2022-MAY,Indonesia,Climate Change Induced Extreme Weather Events (2019-2021),Extreme Temp.,,
2022-MAY,Lao PDR,Climate Change Induced Extreme Weather Events (2019-2021),Extreme Temp.,,
2022-MAY,Malaysia,Climate Change Induced Extreme Weather Events (2019-2021),Extreme Temp.,,
2022-MAY,Myanmar,Climate Change Induced Extreme Weather Events (2019-2021),Extreme Temp.,,
2022-MAY,Philippines,Climate Change Induced Extreme Weather Events (2019-2021),Extreme Temp.,,
2022-MAY,Singapore,Climate Change Induced Extreme Weather Events (2019-2021),Extreme Temp.,,
2022-MAY,Thailand,Climate Change Induced Extreme Weather Events (2019-2021),Extreme Temp.,,
2022-MAY,Timor-Leste,Climate Change Induced Extreme Weather Events (2019-2021),Extreme Temp.,,
2022-MAY,Viet Nam,Climate Change Induced Extreme Weather Events (2019-2021),Extreme Temp.,,
2022-MAY,Afghanistan,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,3
2022-MAY,Armenia,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Azerbaijan,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Georgia,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Kazakhstan,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Kyrgyz Republic,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,1
2022-MAY,Pakistan,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,1
2022-MAY,Tajikistan,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,1
2022-MAY,Turkmenistan,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Uzbekistan,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,1
2022-MAY,PRC,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,3
2022-MAY,Mongolia,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Fiji,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Papua New Guinea,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,3
2022-MAY,Bangladesh,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,1
2022-MAY,Bhutan,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,India,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,4
2022-MAY,Maldives,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Nepal,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Sri Lanka,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Brunei Darussalam,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Cambodia,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Indonesia,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,5
2022-MAY,Lao PDR,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Malaysia,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Myanmar,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,2
2022-MAY,Philippines,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,1
2022-MAY,Singapore,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Thailand,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Timor-Leste,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Viet Nam,Climate Change Induced Extreme Weather Events (2019-2021),Land slide,,
2022-MAY,Afghanistan,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Armenia,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Azerbaijan,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Georgia,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Kazakhstan,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Kyrgyz Republic,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Pakistan,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Tajikistan,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Turkmenistan,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Uzbekistan,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,PRC,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,2
2022-MAY,Mongolia,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Fiji,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Papua New Guinea,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Bangladesh,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Bhutan,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,India,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Maldives,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Nepal,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Sri Lanka,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Brunei Darussalam,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Cambodia,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Indonesia,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,1
2022-MAY,Lao PDR,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Malaysia,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Myanmar,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Philippines,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Singapore,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Thailand,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Timor-Leste,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Viet Nam,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Afghanistan,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Armenia,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Azerbaijan,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Georgia,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Kazakhstan,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Kyrgyz Republic,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Pakistan,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Tajikistan,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Turkmenistan,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Uzbekistan,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,PRC,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Mongolia,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Fiji,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Papua New Guinea,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Bangladesh,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Bhutan,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,India,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Maldives,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Nepal,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Sri Lanka,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Brunei Darussalam,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Cambodia,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Indonesia,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Lao PDR,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Malaysia,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Myanmar,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Philippines,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Singapore,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Thailand,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Timor-Leste,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Viet Nam,Climate Change Induced Extreme Weather Events (2019-2021),Wildfire,,
2022-MAY,Afghanistan,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,13
2022-MAY,Armenia,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,
2022-MAY,Azerbaijan,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,
2022-MAY,Georgia,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,3
2022-MAY,Kazakhstan,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,1
2022-MAY,Kyrgyz Republic,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,
2022-MAY,Pakistan,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,16
2022-MAY,Tajikistan,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,3
2022-MAY,Turkmenistan,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,
2022-MAY,Uzbekistan,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,1
2022-MAY,PRC,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,15
2022-MAY,Mongolia,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,5
2022-MAY,Fiji,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,
2022-MAY,Papua New Guinea,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,4
2022-MAY,Bangladesh,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,3
2022-MAY,Bhutan,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,1
2022-MAY,India,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,19
2022-MAY,Maldives,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,1
2022-MAY,Nepal,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,6
2022-MAY,Sri Lanka,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,11
2022-MAY,Brunei Darussalam,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,
2022-MAY,Cambodia,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,4
2022-MAY,Indonesia,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,54
2022-MAY,Lao PDR,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,1
2022-MAY,Malaysia,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,17
2022-MAY,Myanmar,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,4
2022-MAY,Philippines,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,6
2022-MAY,Singapore,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,
2022-MAY,Thailand,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,9
2022-MAY,Timor-Leste,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,1
2022-MAY,Viet Nam,Climate Change Induced Extreme Weather Events (2019-2021),Flood,,9
2022-MAY,Afghanistan,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,1
2022-MAY,Armenia,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,2
2022-MAY,Azerbaijan,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,
2022-MAY,Georgia,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,
2022-MAY,Kazakhstan,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,
2022-MAY,Kyrgyz Republic,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,
2022-MAY,Pakistan,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,4
2022-MAY,Tajikistan,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,
2022-MAY,Turkmenistan,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,
2022-MAY,Uzbekistan,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,
2022-MAY,PRC,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,15
2022-MAY,Mongolia,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,3
2022-MAY,Fiji,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,5
2022-MAY,Papua New Guinea,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,
2022-MAY,Bangladesh,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,5
2022-MAY,Bhutan,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,
2022-MAY,India,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,14
2022-MAY,Maldives,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,1
2022-MAY,Nepal,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,1
2022-MAY,Sri Lanka,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,2
2022-MAY,Brunei Darussalam,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,
2022-MAY,Cambodia,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,3
2022-MAY,Indonesia,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,1
2022-MAY,Lao PDR,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,3
2022-MAY,Malaysia,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,
2022-MAY,Myanmar,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,
2022-MAY,Philippines,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,21
2022-MAY,Singapore,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,
2022-MAY,Thailand,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,6
2022-MAY,Timor-Leste,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,1
2022-MAY,Viet Nam,Climate Change Induced Extreme Weather Events (2019-2021),Storm,,17
2022-MAY,Afghanistan,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,18
2022-MAY,Armenia,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,3
2022-MAY,Azerbaijan,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,1
2022-MAY,Georgia,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,4
2022-MAY,Kazakhstan,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,2
2022-MAY,Kyrgyz Republic,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,3
2022-MAY,Pakistan,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,22
2022-MAY,Tajikistan,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,5
2022-MAY,Turkmenistan,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,
2022-MAY,Uzbekistan,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,2
2022-MAY,PRC,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,36
2022-MAY,Mongolia,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,9
2022-MAY,Fiji,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,5
2022-MAY,Papua New Guinea,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,7
2022-MAY,Bangladesh,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,11
2022-MAY,Bhutan,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,1
2022-MAY,India,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,39
2022-MAY,Maldives,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,2
2022-MAY,Nepal,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,8
2022-MAY,Sri Lanka,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,14
2022-MAY,Brunei Darussalam,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,
2022-MAY,Cambodia,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,7
2022-MAY,Indonesia,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,61
2022-MAY,Lao PDR,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,5
2022-MAY,Malaysia,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,17
2022-MAY,Myanmar,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,6
2022-MAY,Philippines,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,29
2022-MAY,Singapore,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,
2022-MAY,Thailand,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,16
2022-MAY,Timor-Leste,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,2
2022-MAY,Viet Nam,Climate Change Induced Extreme Weather Events (2019-2021),Total Events,,27
